process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.0651, device='cuda:2', dtype=torch.float64) 0.338
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.2469, device='cuda:3', dtype=torch.float64) 0.324
client1 closes
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0710, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1834, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0473, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0355, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.2189, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1006, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4675, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1775, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1538, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3669, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4852, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4142, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3432, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3964, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3846, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3728, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3964, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4438, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4438, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4379, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3254, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5917, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3077, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5740, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6923, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6864, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4793, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6095, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6686, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6391, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6095, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6095, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5917, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5917, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5976, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5917, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5562, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5562, device='cuda:4', dtype=torch.float64) 0.338
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
client2 closes
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.0309, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0309, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0309, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0309, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0062, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1173, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0741, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0556, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0679, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0741, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0556, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0679, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0864, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0926, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1235, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1111, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0617, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0309, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0370, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0370, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0370, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0370, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0432, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0494, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0802, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0926, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1235, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1358, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2099, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2778, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3272, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3457, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3457, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3025, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2901, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2778, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2593, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2531, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2901, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2901, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2716, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2346, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2346, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2284, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2222, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2284, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2346, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2469, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2469, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2407, device='cuda:3', dtype=torch.float64) 0.324
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.0370, device='cuda:3', dtype=torch.float64) 0.324
client1 closes
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.3136, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.3136, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.3195, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.3136, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.2840, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4260, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5089, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5266, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.3254, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4615, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4615, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5503, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4793, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4556, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4911, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5148, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5148, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5325, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5385, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5562, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.4083, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5799, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5799, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5680, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5089, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5266, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5089, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5207, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5385, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5503, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5325, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.5325, device='cuda:2', dtype=torch.float64) 0.338
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.3018, device='cuda:2', dtype=torch.float64) 0.338
client0 closes
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0651, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0118, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3669, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3846, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.0237, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1538, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4911, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3964, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3491, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4615, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5799, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.2071, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5621, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4556, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3787, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4793, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4142, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3787, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4438, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5385, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6450, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7041, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7396, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4379, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1775, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4379, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6923, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7396, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7692, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7988, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.8047, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5976, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3373, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.1538, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.2012, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.2189, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.3254, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.4260, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5030, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.5740, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6331, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6746, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.6864, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7101, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7278, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7337, device='cuda:4', dtype=torch.float64) 0.338
tensor(0.7278, device='cuda:4', dtype=torch.float64) 0.338
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0178, device='cuda:4', dtype=torch.float64) 0.338
client2 closes
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.0617, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3580, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.4198, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.4012, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.4259, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.4074, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1790, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0864, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1235, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0556, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0494, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0556, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2654, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3580, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1667, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2222, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2222, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1852, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2160, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1914, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1111, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0988, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1111, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1790, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1914, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2654, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2716, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2037, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2099, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2160, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2160, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2099, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2160, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2531, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2037, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1543, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1173, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.0926, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1049, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1543, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.1914, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2346, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2716, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2840, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3086, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3148, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3272, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3148, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.3086, device='cuda:3', dtype=torch.float64) 0.324
tensor(0.2840, device='cuda:3', dtype=torch.float64) 0.324
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.0494, device='cuda:3', dtype=torch.float64) 0.324
client1 closes
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.2663, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.1006, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.0651, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.0828, device='cuda:2', dtype=torch.float64) 0.338
tensor(0.0651, device='cuda:2', dtype=torch.float64) 0.338
