process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0385, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.4393, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4335, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4740, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4335, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3988, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3988, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3353, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2775, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4393, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5202, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5087, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4682, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3757, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4220, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5087, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5145, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4971, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4971, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5087, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5376, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5087, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4393, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4335, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4624, device='cuda:3', dtype=torch.float64) 0.346
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.4393, device='cuda:3', dtype=torch.float64) 0.346
client1 closes
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0385, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.0385, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7436, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7372, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7885, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7500, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7564, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8013, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.3397, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.4615, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.6538, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2372, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8269, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8013, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8269, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8077, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.5513, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2628, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8654, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8205, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7885, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7885, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8013, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8333, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8462, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8269, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8333, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7564, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.5256, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.5064, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.6667, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8141, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8205, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8333, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8205, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8205, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7949, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8077, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7500, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8269, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7692, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.6731, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.5962, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7500, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.8141, device='cuda:4', dtype=torch.float64) 0.312
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.8462, device='cuda:4', dtype=torch.float64) 0.312
client2 closes
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1228, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.0994, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.0994, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1462, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.0994, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.0994, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1871, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.6433, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.4444, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.4327, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2573, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3275, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1696, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3216, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2690, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2456, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1754, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1170, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1345, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1404, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1754, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1813, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2105, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1813, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2047, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.4152, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.5146, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3099, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1930, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2164, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2164, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1988, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2105, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2456, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2105, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3333, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3099, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3041, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2573, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2865, device='cuda:2', dtype=torch.float64) 0.342
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.2749, device='cuda:2', dtype=torch.float64) 0.342
client0 closes
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4277, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4220, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4682, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4277, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4277, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4335, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1618, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1908, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1445, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4682, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4798, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4682, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5029, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4624, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4798, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4740, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4277, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3815, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3353, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3988, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
client1 closes
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1345, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.6784, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.5556, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1754, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1754, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.3275, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2690, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2456, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2515, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2515, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2398, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2281, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2398, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2222, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1696, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1637, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1637, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1696, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1813, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2281, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2515, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2281, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1813, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.1579, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2047, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2281, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2515, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2456, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2339, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2398, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2690, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2690, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2573, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
tensor(0.2632, device='cuda:2', dtype=torch.float64) 0.342
process model
cuda:2 cuda:2 cuda:2 cuda:2 cuda:2 cuda:2
tensor(0.0994, device='cuda:2', dtype=torch.float64) 0.342
client0 closes
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4162, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3584, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4277, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4335, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4046, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3757, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2486, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3121, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3873, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2659, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1676, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2601, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4798, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4624, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4913, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5202, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4913, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4624, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4566, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4740, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4913, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4509, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3873, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2486, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1618, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1445, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.1387, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.2081, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.3699, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4393, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.4855, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5087, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5260, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5318, device='cuda:3', dtype=torch.float64) 0.346
tensor(0.5260, device='cuda:3', dtype=torch.float64) 0.346
process model
cuda:3 cuda:3 cuda:3 cuda:3 cuda:3 cuda:3
tensor(0.4451, device='cuda:3', dtype=torch.float64) 0.346
client1 closes
process model
cuda:4 cuda:4 cuda:4 cuda:4 cuda:4 cuda:4
tensor(0.0385, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.2308, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.7179, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.0385, device='cuda:4', dtype=torch.float64) 0.312
tensor(0.0449, device='cuda:4', dtype=torch.float64) 0.312
